"","x"
"494","Mare meva... quin Oriol més gran... un gegant. 
Gràcies, @junqueras <U+270A>"
"495","Brutal!

“Nosaltres som aquí per donar-ho tot, fins i tot la nostra llibertat.
Visca Catalunya Lliure <U+270A><U+0001F3FB><U+270A><U+0001F3FB>”

Oriol @junqueras 

#AlCostatDeLaGent 

 https://t.co/MQI1hbRiLv"
"496","Després d'un dia intens de trobades i reunions pel #Gironès #AlCostatDeLaGent, arribar a casa i escoltar l'Oriol @Junqueras és el millor per recarregar energia i estar a punt per tornar-hi! 

#ViaÀmplia #Independència https://t.co/zTLzd7t2YI"
"497","Amb la @TeresaJorda #AlCostatDeLaGent del #Gironès, de Sant Joan de Mollet a Llagostera passant per Celrà, Sant Jordi Desvalls i Sant Julià de Ramis. 
Escoltem, compartim, fem #RepublicaCatalana! <U+270A><U+0001F3FB>
#JordàAmbGirona #14F https://t.co/Legy9Qaw8x"
"498","Després de tres anys, avui tornem a escoltar @junqueras dalt d'un escenari. Una campanya, marcada per la pandèmia, que ens obliga a fer-ho des de casa a través d'una pantalla, però més convençuts que mai que ara és el moment d'@Esquerra_ERC perquè som al servei de la gent https://t.co/LUnY7Xcxz6"
"499","Amb l’ànima amarada d’emocions, sortim a guanyar 
Per estar al costat de la gent <U+0001F468><U+200D><U+0001F468><U+200D><U+0001F467><U+200D><U+0001F466> <U+0001F46B><U+0001F46B> per defensar els drets i les llibertats de la gent. 
Fins a la victòria, sempre <U+0001F4AA><U+0001F3FC> @Esquerra_ERC  #llibertatpresespolitiques #llibertat #14F https://t.co/MaHjVjvfJX"
"500","No són només paraules... És convicció. És determinació. És exemple. És dignitat. És compromís. És solidaritat. És lluita. I això és el que mai podran derrotar. Fins a la victòria! <U+270A><U+0001F3FE>@junqueras #AlCostatDeLaGent #AndJusticeForAll https://t.co/mXBJUhCsTX"
"501","Ens empresonen, ens reprimeixen, ens persegueixen però aquest país guanyarà perquè s’ho mereix! @junqueras https://t.co/I2ZlG1zFJy"
"502","Quina emoció ens transmets, @junqueras ! Guanyarem! <U+270A><U+0001F3FB> #AlCostatDeLaGent #ViaÀmplia <U+0001F46D><U+0001F49B> https://t.co/6XmawS43Xd"
"503","La història li deu una victòria a aquest partit i aquest partit li deu una victòria a la història. https://t.co/McjhDv4PUt"
"504","<U+0001F4F0>[NOTÍCIA] Oriol @junqueras: ""Som aquí per donar-vos-ho tot, fins i tot la nostra llibertat<U+0001F397><U+FE0F>"" #AlCostatDeLaGent

<U+0001F440>Llegeix-la aquí <U+0001F447>
https://t.co/X7cN0ncJZH"
"505",".@Junqueras <U+0001F449> “Estem aquí per donar-vos-ho tot, fins i tot la nostra llibertat!”

#ViaÀmplia
#AlVostreCostat https://t.co/QZ2s5Xiui0"
"506","Grandíssim Oriol! <U+0001F44F><U+0001F44F><U+0001F44F><U+270A><U+270A><U+270A> https://t.co/2Evft2tbHM"
"507","DIA 1 DE CAMPANYA
Presentem la llista @esquerracamp
@ERCEbre @ercbaixpenedes a Sant Salvador
I aquest vespre, llàgrimes als ulls,  encomanant-nos de la determinació la força i el compromís de @junqueras @raulromeva @martarovira des de Badalona <U+270A>
@perearagones
#AlCostatDelaGent https://t.co/EPMCUjD2TI"
"508","Com t’enyoràvem @junqueras <U+0001F49C> Sentir-te de nou... amb fermesa, convicció, compromís i amb la força de sempre. Si @Esquerra_ERC guanya, el@país guanya. #alcostatdelagent Gràcies! https://t.co/BOMQ8MBBP0"
"509","<U+270A><U+0001F3FB>Gràcies per ser-hi SEMPRE Oriol @junqueras 

Un plaer tornar-te a escoltar!!!
#AlCostatDeLaGent @Esquerra_ERC https://t.co/e70XPCJtRE"
"510","Això va de democràcia.
Va de no deixar ningú enrere.
De governar socialment per transformar.
D'amnistia per acabar amb la repressió.
D'acumular forces per l'autodeterminació.
De guanyar la independència.
#AlCostatDeLaGent, que guanyi ERC perquè guanyi el país! 

#PrenemElRelleu https://t.co/pwULwj86FT"
"511","Que el fet de tancar-nos a les presons no els permeti guanyar
Visca Catalunya Lliure! https://t.co/DOW2IU0Ii4"
"512","Tot un orgull i una càrrega d’energia estar amb @apijuanv @LoJoan @bernatsole , la gran @martavilaltat i al l’immens @junqueras !<U+270A><U+0001F49C>

Raons per votar el #14F i omplir les urnes de vots republicans!

Motius per confiar en @Esquerra_ERC i votar qui estem sempre #AlCostatDeLaGent ! https://t.co/xH67I8iMNd"
"513","Arribo a casa ara d’un acte telemàtic, sense públic, a Sant Vicenç dels Horts. Començo a veure vídeos de l’acte central, a Badalona. Normal que els vulguin tancats. https://t.co/lO7FZ8fc0E"
"514","Aquest país s’ho mereix tot i ho necessita tot. El #14F a votar i a guanyar! https://t.co/KNOFK3sd2q"
"515","<U+0001F3A5>[VÍDEO] @junqueras: ""Nosaltres som aquí per donar-ho tot, fins i tot la nostra llibertat! Visca Catalunya lliure<U+270A>!"" 

#AlCostatDeLaGent https://t.co/g657QFZcHj"
"516","<U+0001F3A5>[VÍDEO] @junqueras: ""Qui més i millor pot ajudar a la gent és @Esquerra_ERC, perquè s'assembla a la gent i perquè som un partit amb 90 anys d'història i ni un sol cas de corrupció<U+0001F4B8>. Ajudem-nos a guanyar aquestes eleccions<U+0001F4E9>, les necessita guanyar Catalunya"" #AlCostatDeLaGent https://t.co/nIIIA0BeZ2"
"517","<U+0001F3A5>[VÍDEO] @junqueras: ""Estan fent tot el possible per tornar-nos a tancar perquè ens tenen por. Però no volem perdre el temps amb retrets o insults, perquè nosaltres ens estimem aquest país i la seva gent i volem construir un futur amb tothom<U+0001F46D><U+0001F46C> i per a tothom"" #AlCostatDeLaGent https://t.co/oPcez94lVb"
"518","<U+0001F3A5>[VÍDEO] @perearagones: ""El #14F hem de triar entre el PSC i Illa que representen el 155<U+274C> o @Esquerra_ERC que representa més llibertat<U+0001F397><U+FE0F>, més justícia, més progrés, més República<U+270A>, més reconstrucció i més dignitat per aquest país"" #AlCostatDeLaGent https://t.co/8qdKT7e7W2"
"519","<U+0001F3A5>[VÍDEO] @martarovira: ""Allò que ells no guanyen a les urnes, que no ens ho arrebassin a la força. Davant un estat demofòbic, hem de tornar a les <U+0001F5F3><U+FE0F> urnes i omplir-les de #RepúblicaCatalana, d'esperança i de futur"" #AlCostatDeLaGent https://t.co/bQFycnt1zz"
"520","<U+0001F3A5>[VÍDEO] @raulromeva<U+0001F397><U+FE0F>: ""Avui més que mai, hem de demostrar a aquells que ens volen atemorits que estem més alçats que mai <U+270A><U+0001F3FD> i que ningú mai ens podrà aturar"" #AlCostatDeLaGent https://t.co/Mm1YVk6cQH"
"521","<U+0001F3A5>[VÍDEO] @gabrielrufian, sobre Illa: ""La solució no és un candidat que tornaria a signar un 155 <U+274C>, ni un candidat que diuen que és un efecte"" #AlCostatDeLaGent https://t.co/Aob1whJIIr"
"522","<U+0001F3A5>[VÍDEO] @najat_driouech: ""Vull una societat cohesionada <U+0001F46D><U+0001F46C>, que reconegui la riquesa i la diversitat de la nostra societat, i treballar per la no discriminació. Una societat on tothom hi tingui cabuda <U+270A>"" #AlCostatDeLaGent https://t.co/sb6PvA7dX6"
"523","Per ja! <U+0001F447><U+0001F447><U+0001F447> https://t.co/AiDjE4pht4"
"524","<U+0001F534>Segueix en directe l'acte d'@Esquerra_ERC a Badalona amb @junqueras <U+0001F397><U+FE0F>, @perearagones, @martarovira, @raulromeva, @gabrielrufian i molts més aquí <U+0001F449> https://t.co/wMoSLD7MT5

<U+0001F4E2>No t'ho perdis!"
"525","Avui, #AlCostatDeLaGent des de Tàrrega i retransmès onlive via https://t.co/FTS6Guu1Ob

Som-hi! @bernatsole @MeritxellSerret @LoJoan @apijuanv https://t.co/rRYEFJh7kn"
"526","Oriol @junqueras: ""NO ENS VOLEN AL CARRER"" https://t.co/2GNR8bDSVG @Esquerra_ERC #AlCostatDeLaGent #FreeThemAll"
"527","Facilitem les eines per desplegar totes les capacitats de les infermeres al nostre sistema de @salutcat  Reivindicació històrica que ara ja és realitat. 
Les infermeres catalanes ja prescriuen els seus plans de medicació mitjançant recepta electrònica https://t.co/cHe3l1uPEP"
"528","Perquè fer política és dir q es pot transformar el món, en positiu que ens és molt necessari. I fer política és com actues cada dia, com participes de la teva comunitat, com batalles per canviar les coses. I tenir referents com la @dolorsbassac et multiplica
#AlCostatDeLaGent https://t.co/ALzSLWRQSZ"
"529","Feliç -molt feliç!- que els i les preses polítiques puguin sortir al carrer, però recordem que el tercer grau és un dret. Persistim, la solució passa per l’amnistia! https://t.co/9dhmyHMTXA"
"530","Poder tornar a compartir escenari amb Oriol @Junqueras serà emocionant! Som-hi! #AlCostatDeLaGent https://t.co/69mRzYjdXu"
"531","<U+2757><U+FE0F>Aquest vespre, cartell de luxe!<U+263A><U+FE0F>

<U+0001F397><U+FE0F>Després de molt de temps escoltarem en directe Oriol @junqueras, juntament amb <U+0001F5E3><U+FE0F>@martarovira, @perearagones, @najat_driouech, @gabrielrufian i més! #AlCostatDeLaGent 

<U+0001F556>19h
<U+0001F4BB>En streaming <U+0001F449> https://t.co/6gEW3L8LwR https://t.co/jQVKAqYEDp"
"532","Torna<U+270A> https://t.co/arVd7iYZjw"
"533","<U+0001F3A5> Fa temps que estem en marxa, obrint camí i agafant força a cada nou pas <U+0001F3C3><U+200D><U+2640><U+FE0F>

Ara és el moment de començar una nova etapa, el #14F l'independentisme d'esquerres #PrenemElRelleu per avançar! <U+270A> https://t.co/ltE5Nx5jH4"
"534","Emoció, força i alegria és els que ens han fet sentir els Jordis, el Josep Rull, el Jordi Turull, el Quim Forn i els companys d @Esquerra_ERC Oriol Junqueras i Raül Romeva a les portes de presó amb el cartell d'Amnistia.Guanyarem la llibertat. Una abraçada immensa Carme i Dolors https://t.co/6EYwDaiCtY"
"535","El TSJC suspen l'ajornament de la data d'eleccions, així, s'imposa el dia 14 de febrer. Ens diran el quan votarem, però no el què hem de votar.Les urnes no ens fan por.Som-hi! Aviat amb la @ForcadellCarme, que t'enyorem. https://t.co/lQSubCpcu2"
"536","Aragonès: “Presentem un programa centrat en la reconstrucció útil i que avança cap a l’horitzó de la República catalana” https://t.co/IXoYPRRyJH"
"537","Una altra vacuna autoritzada per l’Agència Europea @EMA_News 
Catalunya està apunt per a rebre les dosis que ens permeten poder desplegar la vacunació.
Que l’Estat espanyol no es distregui i arribin quant abans millor! @salutcat https://t.co/QqxPdy7Kbl"
"538","@bernatsole @tsj_cat <U+0001F534> El conseller @bernatsole considera que, amb la decisió d’avui del @tsj_cat, “es confirma el despropòsit judicial de mantenir el #14F malgrat una situació epidemiològica molt complexa”.

Tot i això, Solé afirma que la resposta del @govern “és molt clara: ho tenim tot preparat” https://t.co/4ThGFyPrsa"
"539","Volem una societat cohesionada per la justícia social, que passa per la igualtat de gènere i posar les persones al centre<U+270A><U+0001F49C>
#Republicanes14F #AlCostatDeLaGent 

<U+0001F449>Les cinc propostes d'@Esquerra_ERC en clau feminista<U+2640><U+FE0F> són: https://t.co/T8yzEv9L7N"
"540","Jutges, Estat i PSOE imposen el #14F en plena tercera onada i contra les recomanacions sanitàries. Es consuma l’operació d’Estat. Però no ho permetrem. L’independentisme és majoritari i sempre dóna una lliçó de democràcia. Omplim les urnes d'@Esquerra_ERC. Tornem a guanyar! https://t.co/UidbRavWw1"
"541","""Tenim un país per aixecar i una pandèmia per superar""
#14F https://t.co/3SrtyIQnFi"
"542","Combat de l'atur juvenil, repte 1. Les regressions socials no resolen i només sumen precarietat, ho hem vist els darrers anys. Sobirania per poder actuar, drets socials per dignitat, i estímul d'una economia que posi les persones i el planeta al centre.
<U+27A1><U+FE0F>https://t.co/OUWLnB1B5W https://t.co/7QE0pgWYzC"
"543","<U+0001F4F2> [NOTÍCIA] @raquelsans: “La independència serà una realitat quan creixem en barris com Sant Salvador”.

@Esquerra_ERC reuneix a #Tarragona els candidats i les candidates de la demarcació per posar en marxa #AlCostatDeLaGent la campanya del #14F.

<U+0001F517> https://t.co/ZvpA7EPBFj https://t.co/RIZbEoTYP1"
"544","Programa d'@Esquerra_ERC en R+I en Salut:
<U+0001F539>Recerca com a motor de transformació del sistema, potenciant la transferència i innovació
<U+0001F539>Esdevenir hub de referència internacional en biomedicina i ciències de la vida
<U+0001F539>Promoure la igualtat de gènere a les carreres investigadores... https://t.co/9eVTPIFChS"
"545","<U+0001F3A5> [VÍDEO] @perearagones: “Presentem un programa centrat en la reconstrucció útil i que avança cap a l’horitzó de la República catalana"" #AlCostatDeLaGent 

<U+2795> Info aquí <U+0001F447>
https://t.co/OAL4ROww8t https://t.co/dIngCp2ncB"
"546","Aquesta tarda serem una bona colla a Tàrrega per compartir les propostes republicanes d’@Esquerra_ERC per a presidir la Generalitat!
#AlCostatDeLaGent 
#ViaAmplia 
#14F
Som-hi! <U+0001F4AA> https://t.co/OmwufLJg9I"
"547","Torna @junqueras i sempre #AlCostatDeLaGent https://t.co/fJeowpxLXP"
"548","<U+0001F3A5>[VÍDEO] @perearagones: ""La reconstrucció l’hem de fer des de l’esquerra, amb una clara visió progressista i independentista<U+0001F4AA> perquè no volem que el PSC converteixi la Generalitat en un <U+274C>despatx de la Moncloa"" #AlCostatDeLaGent https://t.co/Kh7nkIxAXJ"
"549","En contra de les recomanacions sanitàries i de l’acord unànim de tots els partits, per ajornar les eleccions, el TSJC decideix que hauran de ser el 14F.
No ens queda cap altre camí que guanyar-les! Contra la repressió i la imposició, omplir les urnes de vots <U+270A><U+0001F3FB>
#AlCostatDeLaGent https://t.co/XP00LkYQCO"
"550","Fer transversals i decisives les polítiques feministes vol dir, entre d’altres coses, que les competències en matèria d’igualtat han de formar part de la taula del consell executiu. Per això proposem una conselleria, i per això és consició sine qua non per formar Govern. https://t.co/SosmrIsYw6"
"551","Un cop més els Tribunals contra la democràcia, i ara també contra la SALUT
Tots els poders fàctics del Règim del 78 alineats. 1r per destituir el President, després per decidir la data i ara ens volen imposar el Ministre/Candidat. 
La resposta, com sempre, a les URNES! A guanyar! https://t.co/yuNWs250MH"
"552","Ells imposen les urnes en contra de les recomanacions sanitàries, nosaltres hi posarem els vots a favor dels drets i les llibertats per a tothom!
A guanyar allà on som forts i en allò que més estimem: les urnes <U+0001F5F3><U+FE0F> i la democràcia. Som-hi @Esquerra_ERC
#AlCostatDeLaGent https://t.co/DV9zmZjNRu"
"553","<U+2757>@junqueras torna<U+270A>

A les 19h, a https://t.co/wMoSLD7MT5

#AlCostatDeLaGent https://t.co/I7IyaQFvzV"
"554","Llibertat! https://t.co/LM6sKTIP0t"
"555","<U+0001F534>Aquest dissabte 30 de gener no et perdis el primer acte de campanya de #bcn a l'Eixample #14F 

<U+0001F465>Amb @LauraVilagrPons, @rogertorrent @ernestmaragall, @AnnaSalvadorAl2 i @evabaror

<U+0001F449>Connecta't a les 12:00h a través d'aquest enllaç: https://t.co/hQjRufET3d

#AlCostatDeLaGent https://t.co/beJVTA1wHw"
"556","<U+0001F4E2>Arranquem la campanya electoral al costat de la @martavilaltat, i la resta de candidatura, sempre #AlCostatDeLaGent.
<U+0001F3D4><U+FE0F>L'Alt Pirineu amb els seus candidats/es vol la visibilitat i la veu en clau de territori. Fem la #ViaAmplia, cap a la independència i el republicanisme. https://t.co/n6FYldSsNt"
"557","<U+0001F3A5>[VÍDEO] @dolorsbassac <U+0001F397><U+FE0F>: ""Cada persona que es quedi a casa és un vot que va al 155. Ens diuen el quan, però no ens diran el què. Hem de tornar a guanyar i a demostrar que a les urnes és on guanyem<U+270A><U+0001F3FD><U+0001F49B>"" https://t.co/3zEDiO3ywo"
"558","#Amnistia i #llibertat. La seva i la del país. https://t.co/NbE1O2a8FQ"
"559","En paraules d'Otegi. Com més repressió, més iniciativa política. https://t.co/e9mlzx9gxG"
"560","<U+0001F4F8> El conseller @bernatsole, el secretari general @AleixVillatoro, el secretari @governobertcat @jordifoz i el director general de Participació Ciutadana i Processos Electorals @ictlogist traslladen als delegats territorials del @govern les mesures de seguretat #COVID19 del #14F https://t.co/Srullb5W6U"
"561","La legislació de caire social, com aquesta <U+0001F447> en matèria d'#habitatge i anti #desnonaments, té poc recorregut al nostre país: la lluita competencial i política se les enduu per davant #TC.

Necessitem un Estat propi x garantir la justicia social i la igualtat d'oportunitats. https://t.co/y0o7ceH5KH"
"562","Avui el TC ha tumbat el Decret d'accès d'habitatge 17/2019 que vam aprovar al Parlament. Més de 2.000 families habien aconseguit un lloguer social gràcies a ell i 3.500 families estaven esperant beneficiarse. Una altra llei catalana per als ciutadans que el TC tomba. https://t.co/6moSElG5np"
"563","Raül: “Als repressors, a tots els que ens volen anul•lar, simplement que sàpiguen que no poden i que no podran. Aquest país i la seva voluntat de ser lliure tenen una força extraordinària, estic segur que ho demostrarem de nou.” https://t.co/HqLGNdTX4f"
"564","Mai haurien d’haver estat condemnats ni empresonats. Lluitem plegats per l’amnistia i l’autodeterminació, sempre amb vosaltres! #LlibertatPresosPolíticsiExiliats https://t.co/Y6ZvUwa0mi"
"565","Quin orgull de fotografies. Malgrat que això no és llibertat, és una estona de cel. #amnistia #freeThemAll https://t.co/s1kuAJewqA"
"566","<U+0001F397><U+FE0F>Benvinguda @dolorsbassac

Els del 155 ens han imposat la data del #14F però els tornarem a guanyar a les urnes <U+0001F5F3><U+FE0F>

#AlCostatDeLaGent @Esquerra_ERC https://t.co/7UiF0mS88p"
"567","Fem-los lliures!
Fem-nos lliures!
#AlCostatDeLaGent
#Amnistia #Autodeterminació
#repúblicacatalana https://t.co/3vYAeWhZAl"
"568","Quanta emoció de veure-us a fora...
Quanta injustícia que viviu...
Quanta por que els feu...
Quanta necessitat té el país d'escoltar-vos! <U+270A>

#LlibertatPresosPoliticsiExiliats 
#LlibertatPresesPolitiquesiExiliades https://t.co/qI5uMpzB8j"
"569","Amnistia i autodeterminació!<U+270A><U+FE0F> https://t.co/WLXBff9enH"
"570","Us volem lliures!
Amnistia! <U+270A><U+0001F3FB><U+270A><U+0001F3FB><U+0001F49C><U+0001F49C>
#Amnistia #Llibertat https://t.co/QnNV5jT4XW"
"571","Cada un i cada una de vosaltres que es quedi a casa el 14F també fa política, però a favor de l’unionisme. Així ho ha expressat la @dolorsbassac ara a peu de presó<U+0001F4AA>
@Amnistia_ALL https://t.co/bilTXqiQmo"
"572","No ens hem rendit, al contrari, estem més forts que mai. I treballarem perquè els que estan a l’exili puguin tornar aviat a casa seva i també per tots els represaliats i represaliades https://t.co/JtehEJbeXj"
"573","<U+0001F4E2> Els presos polítics surten de Lledoners! 

El tercer grau no és la llibertat. Exigim una amnistia per posar fi a la causa general contra l'independentisme<U+0001F397><U+FE0F>

<U+270A> Contents de ternir-vos entre nosaltres, @junqueras i @raulromeva! #LlibertatPresosPolítics https://t.co/sWRZxymS36"
"574","<U+0001F4E2> Fem un cafè virtual entre republicanes <U+0001F49C>

<U+0001F5E3><U+FE0F> Avui 29 de gener iniciem la campanya amb Raquel Sans i Guerra i Mireia Mata i Solsona 
<U+2615> De 15.30h a 16h
<U+0001F4F2> A l'Instagram de @raquelsansguerra i @mireiamatasolsona

Us hi esperem a totes #Republicanes14F<U+270A><U+0001F3FD> https://t.co/2ahrVJ0WNs"
"575","Tenim futur precisament perquè tenim joves disposats a construir una República diversa i plural. Orgull de @JoventRepublica El #14F guanyarà la via àmplia on hi ha cap tothom perquè @Esquerra_ERC sempre estem i estarem al costat de la gent #AlCostatDeLaGent <U+270A> https://t.co/RHSBYDSFaI"
"576","<U+270A> La @dolorsbassac torna a sortir de la presó amb el 3r grau, però no és la llibertat

No és cap privilegi. Reclamem la PLENA LLIBERTAT

#Amnistia #FreeBassa #FreeThemAll https://t.co/xkG366nj1C"
"577",".@martavilaltat: “Volem liderar el país per ser útils”. @Esquerra_ERC sempre #AlCostatDeLaGent https://t.co/6T6ah9SsnT"
"578","Comencem!
(Altre cop amb la democràcia intervinguda des d'Estat)
Parlarem del país i de com volem governar per construir equitat i llibertat.
(Altres parlaran de divisió, provocant-la, per “recuperar” Catalunya).

Confiem en nosaltres mateixos, tornem a vèncer!
#AlCostatDeLaGent https://t.co/eq3P8n77jg"
"579","#AlCostatDeLaGent #ViaAmplia a la Independència https://t.co/36dkari1Ed"
"580","El Secretari General de la @ugtcatalunya @camilros i el Vicepresident d’ @omnium @marcelmauri al costat de la @dolorsbassac avui, a la sortida de la Presó de Puig de les Basses. #Amnistia #FreeThemAll https://t.co/EAE9aBdRUp"
"581","Vivim enmig d'una pandèmia que ha estroncat molts projectes vitals, que ens ha ""obligat"" a viure i relacionar-nos de manera diferent. Sempre com a punt de guia cal estar
#AlCostatDeLaGent i caldrà polítiques públiques potents x reconstruir-nos. #JordaambGirona
#14F cita amb <U+0001F5F3> https://t.co/qYLpIBvRGj"
"582","El canvi honest a la Paeria, amb un Govern ampli i la governança republicana a la Diputació de Lleida són els millors exemples del que volem a nivell de Generalitat i país. La clau per aconseguir-ho: la victòria d'@Esquerra_ERC el proper #14F
@jfreixanet @MiquelPueyo @LoJoan https://t.co/D5ILDdCeU4"
"583","Som #AlCostatDeLaGent perquè treballem per construir una República lliure<U+0001F397><U+FE0F>, justa<U+0001F46B>, feminista<U+0001F49C> i sostenible<U+267B><U+FE0F>!

#JordàAmbGirona https://t.co/o94s1AYfuA"
"584","<U+0001F3A5>Minut final de @perearagones al #DBTLaVanguardia: ""No és l'hora dels que van fer les retallades, dels equidistants o dels que davant de la tercera onada del coronavirus canvien i fugen. És l'hora d'@Esquerra_ERC, el partit de Macià i Companys, de @junqueras i @martarovira"" https://t.co/h0kT0cpAo3"
"585","<U+0001F3A5> [VÍDEO] @perearagones: ""Al nostre model d'escola catalana <U+0001F3EB> pública i de qualitat, els concerts educatius a les escoles que segreguen per sexe no <U+274C> hi han de tenir lloc"". #DBTLaVanguardia #AlCostatDeLaGent https://t.co/kxMR3Bf54z"
"586","<U+0001F3A5> @perearagones al #DBTLaVanguardia: ""Senyor Carrizosa, parla molt d'autònoms però no en deu conèixer gaires. Fins el 26% dels autònoms d'aquest país<U+0001F9D1><U+200D><U+0001F91D><U+200D><U+0001F9D1><U+0001F46B> van rebre al desembre una ajuda de 2.000 euros, i ara la tornarem a fer"" #AlCostatDeLaGent https://t.co/4je8iEFAyp"
"587","<U+0001F3A5>@perearagones al #DBTLaVanguardia: ""Es necessiten recursos<U+0001F4B0> per compensar els sectors afectats per les mesures; i el govern de l'Estat encara no<U+274C> els ha posat. Els recursos, els generem en aquest país. El problema és que qui els recapta és l'Estat espanyol"" #AlCostatDeLaGent https://t.co/foQRUfjSfr"
"588","<U+0001F3A5> [VÍDEO] @perearagones a Illa: ""Per a vostè Ciutadans era l'esperança! Vostè no proposa un retrobament <U+274C>, és una amnèsia i forçar la renúncia dels objectius d'una majoria d'aquest país<U+0001F9D1><U+200D><U+0001F91D><U+200D><U+0001F9D1><U+0001F46B>""  #DBTLaVanguardia #AlCostatDeLaGent https://t.co/7DDt7Q5Wdc"
"589","<U+0001F3A5>[VÍDEO] @perearagones al #DBTLaVanguardia: ""Proposem que hi hagi una estructura de govern específica pels fons europeus Next Generation<U+0001F4B0>, un comissionat en la persona de @miquelpuigrapos, un 'Mr. Next Generation' del Govern"" #AlCostatDeLaGent https://t.co/IcMZsAatfD"
"590","<U+0001F3A5>[VÍDEO] @perearagones a Illa: ""Vostè va incentivar que el socialisme català abandonés el catalanisme i demanés el 155<U+274C>. Forma part d'un govern que protegeix la monarquia. Davant de la seva amnèsia, nosaltres proposem el compromís republicà<U+270A>"" #DBTLaVanguardia #AlCostatDeLaGent https://t.co/eRU4gw1zAj"
"591","<U+0001F3A5> [VÍDEO] @perearagones arrenca el #DBTLaVanguardia: ""Hem de fer front a la reconstrucció econòmica i social i abordar les solucions democràtiques<U+0001F4E9>: aquest país ha de votar sobre la #independència i els presos i exiliats <U+0001F397><U+FE0F> han de ser lliures"" #AlCostatDeLaGent https://t.co/W6Jm7LTGr1"
"592","No és la llibertat. No és cap privilegi. Reclamem la PLENA LLIBERTAT. #Amnistia #FreeBassa #FreeThemAll https://t.co/iRVuT7BRMr"
"593","Quina alegria!
Però no n'hi ha prou: Volem l'#Amnistia!
#LlibertatPresosPoliticsiexiliats https://t.co/ZtjXLZluPO"
"594","Més motius per ser #República, per poder legislar sense traves a favor de les persones més vulnerables. https://t.co/U5NDWFGQe4"
"595","<U+2757>La @dolorsbassac surt de la presó pel tercer grau!

Som molt feliços de tenir-te entre nosaltres, però no oblidem que no és la llibertat completa. 

Exigim l'amnistia!<U+0001F397><U+FE0F>

#LlibertatPresesPolítiques https://t.co/FZMWnUzeWv"
"596","Arrenquem la campanya amb una encartellada virtual. Volem que el #14F els país sencer torni a estar tenyit de groc!

Omplim les xarxes<U+0001F4F2> de #RepúblicaCatalana, llibertat<U+0001F397><U+FE0F>, justícia, feminisme<U+0001F49C>, progrès i ecologisme<U+267B><U+FE0F>!

Votem per a construir la Via Àmplia
#AlCostatDeLaGent https://t.co/4zlaCbQ9uh"
"597","#AlCostatDeLaGent <U+270A><U+0001F3FE> https://t.co/u14GriqJls"
"598","https://t.co/luEo4aA5HB"
"599","Les persones d’@Esquerra_ERC som #AlCostatDeLaGent, som útils i treballem per construir una República lliure<U+0001F397><U+FE0F>, justa<U+0001F46B>, feminista<U+0001F49C> i sostenible<U+267B><U+FE0F>. Sabem que és l’únic camí. Aquest #14F fem #viaÀmplia fem @Esquerra_ERC https://t.co/VYeELlq1gx"
"600","<U+2640><U+FE0F>Posem el Feminisme al centre de l'agenda política!
Comença una campanya atípica i molt complexa. #AlCostatDeLaGent https://t.co/nIQFXZ6wn4"
"601","Un plaer arrencar la campanya avui amb l’@AntoniFlores7 i totes les companyes i companys del Pirineu i Aran!
Bastim la Via Amplia des de i per a tots els racons del país!
Sempre #AlCostatDeLaGent 
#GovernançaRepublicana https://t.co/vjUODhaZpJ"
"602","Al costat de la gent, per la llibertat i la justícia social! #AlCostatDeLaGent https://t.co/EFQ9NuACq7"
"603","#AlCostatDeLaGent<U+270A>!
@Esquerra_ERC
@Esquerra_ERC @ERCEbre https://t.co/5iW2zMujdm"
"604","#AlCostatdelaGent https://t.co/FMvYBtmX6r"
"605","La @martavilaltat ho diu ben clar!
La resposta en aquests moments de crisi és l’esquerra transformadora independentista que representa @Esquerra_ERC <U+0001F4AA>
Per avançar cap a la República Catalana sense deixar ningú enrera
#alcostatdelagent https://t.co/4muwREhDMF"
"606","<U+2757><U+FE0F>Ahir vam donar el tret de sortida a la campanya del #14F a #Sabadell i a #SantCugat i a #Terrassa telemàticament. 
<U+270A>Nosaltres @Esquerra_ERC estem on sempre hem estat, #AlCostatDeLaGent, a punt per liderar la reconstrucció econòmica i social.
@erc_sbd @ERCterrassa @ercsantcugat https://t.co/phJZYX8Zx0"
"607","En moments com aquest, quan tot sembla més difícil, és quan hem de ser al costat de la gent, de les persones d’aquest país que volen viure en llibertat, amb justícia i que volen construir un futur millor. Guanyem la llibertat #AlCostatDeLaGent https://t.co/Nr6zi3EXo4"
"608","<U+0001F4E1> Si ets un contacte estret d’un positiu en COVID-19, se’t farà un test ràpid.

<U+0001F449> Encara que el resultat sigui negatiu, cal fer els 10 dies d’aïllament i controlar si apareixen símptomes.

#CapFred https://t.co/K1JbVeUygf"
"609","Lo del #PabloHasel és una mostra més d’aquest estat ancorat a l’edat mitja. Tot el suport, la llibertat d’expressió no pot ser delicte #DDHH"
"610","Aquest #14F, tenim una cita a les urnes. Tornem a tenyir el país de groc republicà<U+0001F49B>!

Omplim les xarxes<U+0001F4F2> de #RepúblicaCatalana, llibertat<U+0001F397><U+FE0F>, justícia, feminisme<U+0001F49C> i ecologisme<U+267B><U+FE0F>!

#AlCostatDeLaGent https://t.co/q9NWO5Kaca"
